id_pedido,id_entrega,fecha_pedido,dia_semana_pedido,fecha_entrega,dia_semana_entrega,id_cliente,tipo_cliente,nombre_cliente,id_producto,producto,formato_envase,cantidad,precio_unitario,descuento,precio_total,promocion,metodo_pago,ruta,id_conductor,estado_entrega,provincia_envio,distrito_envio,coordenadas_envio,humedad_percent,viento_kmh,precipitacion_mm,gasto_publicidad,inflacion_mensual,media_movil_7d,media_movil_30d
PED015944,ENT-00015944,2024-10-07,Lunes,2024-10-09,Miércoles,PN_793671,Persona Natural,Aitor Amando Chico Tomás,P007,Inca Kola 2L,PET,6,10.97,0.05,62.53,regalo,contraentrega,Ruta_03,CON003,entregado,Oxapampa,Constitución,"(-10.55161, -76.398931)",62.7,20.3,0.4,3679.34,0.29,111.51,122.03
PED015945,ENT-00015945,2024-10-07,Lunes,2024-10-10,Jueves,PJ_918056,Supermercado,Vivanda Oxapampa,P005,Agua San Luis 500ml,PET,75,1.74,0.05,124.1,promo verano,Plin,Ruta_18,CON008,entregado,Oxapampa,Oxapampa,"(-10.205774, -75.857511)",0.0,15.3,0.1,2793.85,0.387,145.43,114.84
PED015946,ENT-00015946,2024-10-07,Lunes,2024-10-10,Jueves,PJ_918056,Supermercado,Vivanda Oxapampa,P006,Coca-Cola 2L,PET,302,8.89,0.05,2550.42,descuento por volumen,NO_ESPECIFICADO,Ruta_18,CON008,entregado,Oxapampa,Oxapampa,"(-10.201566, -75.854007)",50.9,7.6,0.1,1104.84,0.415,115.29,117.06
PED015947,ENT-00015947,2024-10-07,Lunes,2024-10-10,Jueves,PJ_918056,Supermercado,Vivanda Oxapampa,P007,Inca Kola 2L,PET,302,9.72,0.05,2787.74,sin_promocion,efectivo,Ruta_18,CON008,entregado,Oxapampa,Oxapampa,"(-10.210095, -75.855362)",79.2,13.4,2.1,1578.57,0.403,146.81,132.21
PED015948,ENT-00015948,2024-10-07,Lunes,2024-10-10,Jueves,PJ_918056,Supermercado,Vivanda Oxapampa,P008,Agua San Luis 1L,PET,75,2.44,0.0,183.03,envío gratis,efectivo,Ruta_18,CON008,entregado,Oxapampa,Oxapampa,"(-10.196418, -75.86319)",79.4,4.0,0.5,3377.27,0.393,189.28,104.21
PED015949,ENT-00015949,2024-10-07,Lunes,2024-10-10,Jueves,PJ_918056,Supermercado,Vivanda Oxapampa,P007,Inca Kola 2L,PET,75,8.95,0.0,671.6,descuento por volumen,tarjeta débito,SIN_RUTA,CON008,entregado,Oxapampa,Oxapampa,"(-10.209931, -75.867476)",64.6,4.6,3.3,3207.3,0.304,107.29,129.71
PED015950,ENT-00015950,2024-10-07,Lunes,2024-10-10,Jueves,PJ_918056,Supermercado,Vivanda Oxapampa,P001,Coca-Cola 500ml,PET,302,2.49,0.2,601.86,envío gratis,tarjeta débito,Ruta_18,CON008,entregado,Oxapampa,Oxapampa,"(-10.209457, -75.856656)",63.8,5.4,1.3,2644.33,0.41,102.57,112.16
PED015951,ENT-00015951,2024-10-07,Lunes,2024-10-10,Jueves,PJ_918056,Supermercado,Vivanda Oxapampa,P003,Sprite 2L,PET,100,8.82,0.05,837.67,descuento temporada,Plin,Ruta_18,CON008,entregado,Oxapampa,Oxapampa,"(-10.209667, -75.865759)",81.2,17.7,0.8,2694.71,0.528,140.08,125.33
PED015952,ENT-00015952,2024-10-07,Lunes,2024-10-10,Jueves,PJ_401145,Restaurante,Restaurante San Fernando Villa Rica,P002,Inca Kola 500ml,vidrio,50,2.72,0.0,136.01,descuento temporada,contraentrega,Ruta_26,CON006,entregado,Oxapampa,Villa Rica,"(-10.195836, -75.903085)",54.7,16.6,1.0,1835.01,0.406,97.9,124.97
PED015953,ENT-00015953,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_360424,Restaurante,Restaurante La Cabaña Vicco,P005,Agua San Luis 500ml,PET,37,1.73,0.0,64.13,2x1,contraentrega,Ruta_12,CON002,entregado,Pasco,Vicco,"(-10.68284, -76.274467)",66.0,8.0,1.4,2645.12,0.433,127.54,150.02
PED015954,ENT-00015954,2024-10-07,Lunes,2024-10-10,Jueves,PJ_858206,Bodega,Bodega La Esperanza Paucar 1,P005,Agua San Luis 500ml,PET,50,1.99,0.05,94.76,descuento temporada,tarjeta débito,Ruta_05,CON005,retrasado,Daniel Alcides Carrión,Paucar,"(-10.465369, -76.353407)",59.3,15.8,1.0,1821.64,0.322,142.68,118.09
PED015955,ENT-00015955,2024-10-07,Lunes,2024-10-10,Jueves,PJ_858206,Bodega,Bodega La Esperanza Paucar 1,P010,Fanta 2L,PET,12,9.08,0.05,103.56,ninguna,Yape,Ruta_05,CON005,retrasado,Daniel Alcides Carrión,Paucar,"(-10.443194, -76.371828)",81.7,11.5,1.1,1875.5,0.48,98.51,113.72
PED015956,ENT-00015956,2024-10-07,Lunes,2024-10-10,Jueves,PJ_858206,Bodega,Bodega La Esperanza Paucar 1,P007,Inca Kola 2L,PET,50,11.36,0.0,567.84,envío gratis,Plin,SIN_RUTA,CON005,entregado,Daniel Alcides Carrión,Paucar,"(-10.448737, -76.3812)",80.3,22.5,3.8,4104.16,0.261,131.79,157.62
PED015957,ENT-00015957,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_320311,Restaurante,Restaurante San Fernando Goyllarisquizga 2,P009,Sprite 500ml,vidrio,37,2.56,0.05,90.15,envío gratis,contraentrega,Ruta_09,CON009,entregado,Daniel Alcides Carrión,Goyllarisquizga,"(-10.578225, -76.076204)",45.3,14.7,0.2,987.02,0.292,148.14,150.09
PED015958,ENT-00015958,2024-10-07,Lunes,2024-10-10,Jueves,PJ_193683,Restaurante,Restaurante San Fernando Goyllarisquizga,P002,Inca Kola 500ml,vidrio,75,3.32,0.05,236.83,descuento temporada,transferencia,Ruta_09,CON009,entregado,Daniel Alcides Carrión,Goyllarisquizga,"(-10.583644, -76.074692)",61.5,8.6,2.2,2249.27,0.513,119.1,130.64
PED015959,ENT-00015959,2024-10-07,Lunes,2024-10-10,Jueves,PJ_193683,Restaurante,Restaurante San Fernando Goyllarisquizga,P004,Fanta 500ml,vidrio,37,2.42,0.0,89.71,descuento por volumen,Yape,Ruta_09,CON009,retrasado,Daniel Alcides Carrión,Goyllarisquizga,"(-10.583157, -76.062326)",88.2,15.0,2.5,1738.3,0.415,95.24,138.66
PED015960,ENT-00015960,2024-10-07,Lunes,2024-10-09,Miércoles,PN_960692,Persona Natural,Guiomar José Antonio Codina Montserrat,P001,Coca-Cola 500ml,PET,1,2.83,0.15,2.41,2x1,efectivo,Ruta_12,CON002,entregado,Pasco,Paucartambo,"(-10.724408, -76.41687)",55.4,7.2,0.2,2938.01,0.324,85.7,121.41
PED015961,ENT-00015961,2024-10-07,Lunes,2024-10-10,Jueves,PJ_496252,Bodega,Bodega El Triunfo Goyllarisquizga 1,P002,Inca Kola 500ml,vidrio,12,2.82,0.0,33.83,envío gratis,tarjeta débito,Ruta_09,CON009,entregado,Daniel Alcides Carrión,Goyllarisquizga,"(-10.575595, -76.068821)",53.3,23.4,1.0,2842.23,0.333,165.45,114.57
PED015962,ENT-00015962,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_654399,Bodega,Bodega El Progreso Oxapampa 3,P003,Sprite 2L,PET,12,8.81,0.1,95.19,promo verano,transferencia,Ruta_18,CON008,entregado,Oxapampa,Oxapampa,"(-10.203319, -75.860456)",63.2,18.0,0.1,2908.61,0.301,134.92,122.24
PED015963,ENT-00015963,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_654399,Bodega,Bodega El Progreso Oxapampa 3,P001,Coca-Cola 500ml,PET,50,2.92,0.0,146.04,envío gratis,Plin,Ruta_18,CON008,entregado,Oxapampa,Oxapampa,"(-10.211217, -75.86294)",50.2,11.5,5.2,3182.16,0.169,157.31,93.24
PED015964,ENT-00015964,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_720215,Bodega,Bodega La Esperanza Yanacancha,P001,Coca-Cola 500ml,PET,50,2.78,0.05,131.87,promo verano,Plin,Ruta_16,CON006,entregado,Pasco,Yanacancha,"(-10.631592, -76.324194)",40.3,9.1,0.2,3681.78,0.341,119.19,132.84
PED015965,ENT-00015965,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_441145,Bodega,Bodega Santa Rosa San Francisco de Asís de Yarusyacán,P007,Inca Kola 2L,PET,12,10.45,0.0,125.4,sin_promocion,tarjeta crédito,Ruta_13,CON003,entregado,Pasco,San Francisco de Asís de Yarusyacán,"(-10.799948, -76.041502)",73.6,16.2,0.4,2119.06,0.238,110.58,136.29
PED015966,ENT-00015966,2024-10-07,Lunes,2024-10-09,Miércoles,PN_834005,Persona Natural,Gala Gras Ponce,P005,Agua San Luis 500ml,PET,6,2.13,0.0,12.78,descuento temporada,Plin,Ruta_06,CON006,entregado,Daniel Alcides Carrión,Tapuc,"(-10.484572, -76.008959)",41.3,13.4,4.7,1965.14,0.273,105.36,116.78
PED015967,ENT-00015967,2024-10-07,Lunes,2024-10-09,Miércoles,PN_834005,Persona Natural,Gala Gras Ponce,P003,Sprite 2L,PET,2,7.77,0.05,14.76,descuento temporada,tarjeta débito,Ruta_06,CON006,entregado,Daniel Alcides Carrión,Tapuc,"(-10.488949, -76.033295)",53.3,11.4,1.7,2976.32,0.265,99.61,123.83
PED015968,ENT-00015968,2024-10-07,Lunes,2024-10-09,Miércoles,PN_834005,Persona Natural,Gala Gras Ponce,P001,Coca-Cola 500ml,PET,1,2.56,0.0,2.56,promo verano,transferencia,Ruta_06,CON006,entregado,Daniel Alcides Carrión,Tapuc,"(-10.494935, -76.063776)",79.1,7.5,0.3,1721.29,0.283,117.41,148.63
PED015969,ENT-00015969,2024-10-07,Lunes,2024-10-10,Jueves,PJ_893094,Restaurante,Restaurante La Cabaña Pallanchacra,P010,Fanta 2L,PET,50,9.52,0.0,475.85,combo familiar,tarjeta débito,Ruta_11,CON001,entregado,Pasco,Pallanchacra,"(-10.623939, -76.292078)",82.1,7.2,4.3,3216.34,1.0,87.02,130.42
PED015970,ENT-00015970,2024-10-07,Lunes,2024-10-10,Jueves,PJ_893094,Restaurante,Restaurante La Cabaña Pallanchacra,P007,Inca Kola 2L,PET,37,8.64,0.0,319.5,envío gratis,tarjeta crédito,Ruta_11,CON001,entregado,Pasco,Pallanchacra,"(-10.622502, -76.272561)",71.8,10.0,1.0,1588.57,0.295,127.8,147.38
PED015971,ENT-00015971,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_116920,Bodega,Bodega Santa Rosa Yanahuanca,P008,Agua San Luis 1L,PET,50,2.57,0.0,128.47,regalo,tarjeta débito,Ruta_27,CON007,entregado,Daniel Alcides Carrión,Yanahuanca,"(-10.488812, -76.391599)",54.4,19.0,1.2,1634.92,0.188,92.14,117.01
PED015972,ENT-00015972,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_116920,Bodega,Bodega Santa Rosa Yanahuanca,P004,Fanta 500ml,vidrio,25,2.58,0.0,64.58,sin_promocion,Plin,Ruta_27,CON007,entregado,Daniel Alcides Carrión,Yanahuanca,"(-10.494956, -76.385971)",75.7,12.1,3.6,3852.93,0.616,104.52,139.0
PED015973,ENT-00015973,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_116920,Bodega,Bodega Santa Rosa Yanahuanca,P007,Inca Kola 2L,PET,25,9.83,0.0,245.68,descuento temporada,transferencia,Ruta_27,CON007,entregado,Daniel Alcides Carrión,Yanahuanca,"(-10.481365, -76.392456)",65.1,15.5,1.2,1490.46,0.512,144.58,124.88
PED015974,ENT-00015974,2024-10-07,Lunes,2024-10-10,Jueves,PN_936374,Persona Natural,Dorotea Girón Alvarado,P006,Coca-Cola 2L,PET,6,8.13,0.15,41.47,sin_promocion,tarjeta crédito,Ruta_27,CON007,entregado,Daniel Alcides Carrión,Yanahuanca,"(-10.490745, -76.38426)",65.5,3.0,1.6,1958.19,0.385,120.54,136.57
PED015975,ENT-00015975,2024-10-07,Lunes,2024-10-09,Miércoles,PN_428977,Persona Natural,Dafne Urrutia-González,P010,Fanta 2L,PET,6,7.48,0.05,42.66,regalo,tarjeta débito,Ruta_12,CON002,entregado,Pasco,Paucartambo,"(-10.701875, -76.384272)",58.5,20.0,1.4,2583.61,0.54,147.81,141.31
PED015976,ENT-00015976,2024-10-07,Lunes,2024-10-09,Miércoles,PN_428977,Persona Natural,Dafne Urrutia-González,P009,Sprite 500ml,vidrio,2,2.17,0.05,4.11,combo familiar,transferencia,Ruta_12,CON002,entregado,Pasco,Paucartambo,"(-10.73809, -76.358921)",38.3,0.7,0.0,2778.32,0.398,70.26,109.75
PED015977,ENT-00015977,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_234392,Restaurante,Restaurante San Fernando San Francisco de Asís de Yarusyacán,P003,Sprite 2L,PET,50,8.23,0.0,411.39,envío gratis,tarjeta crédito,Ruta_13,CON003,entregado,Pasco,San Francisco de Asís de Yarusyacán,"(-10.783162, -76.041639)",42.1,3.4,0.3,2612.58,0.431,123.79,120.69
PED015978,ENT-00015978,2024-10-07,Lunes,2024-10-10,Jueves,PJ_879280,Bodega,Bodega San Martín Yanahuanca 1,P009,Sprite 500ml,vidrio,37,2.32,0.0,85.99,ninguna,contraentrega,Ruta_27,CON007,entregado,Daniel Alcides Carrión,Yanahuanca,"(-10.488675, -76.383097)",95.0,6.1,3.0,3757.44,0.442,109.77,127.35
PED015979,ENT-00015979,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_100681,Supermercado,Vivanda Chaupimarca,P008,Agua San Luis 1L,PET,75,2.27,0.05,161.54,combo familiar,tarjeta crédito,Ruta_17,CON007,entregado,Pasco,Chaupimarca,"(-10.641469, -76.299607)",68.6,7.0,2.3,2197.33,0.294,128.1,125.55
PED015980,ENT-00015980,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_100681,Supermercado,Vivanda Chaupimarca,P005,Agua San Luis 500ml,PET,151,2.12,0.2,255.84,descuento temporada,Plin,Ruta_17,CON007,entregado,Pasco,Chaupimarca,"(-10.637076, -76.293953)",62.1,0.0,2.1,1766.85,0.218,124.91,139.84
PED015981,ENT-00015981,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_760712,Bodega,Bodega La Esperanza Yanacancha 2,P007,Inca Kola 2L,PET,37,9.06,0.0,335.05,descuento por volumen,contraentrega,Ruta_16,CON006,entregado,Pasco,Yanacancha,"(-10.630482, -76.331517)",76.3,8.2,0.1,1823.68,0.212,144.6,119.33
PED015982,ENT-00015982,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_760712,Bodega,Bodega La Esperanza Yanacancha 2,P006,Coca-Cola 2L,PET,50,8.24,0.05,391.2,2x1,Yape,Ruta_16,CON006,retrasado,Pasco,Yanacancha,"(-10.637703, -76.325877)",63.9,13.5,2.4,3759.13,0.26,87.12,156.07
PED015983,ENT-00015983,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_760712,Bodega,Bodega La Esperanza Yanacancha 2,P005,Agua San Luis 500ml,PET,50,1.67,0.1,75.13,promo verano,efectivo,Ruta_16,CON006,entregado,Pasco,Yanacancha,"(-10.633918, -76.334499)",52.4,20.0,2.2,3308.2,0.324,128.16,105.06
PED015984,ENT-00015984,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_760712,Bodega,Bodega La Esperanza Yanacancha 2,P001,Coca-Cola 500ml,PET,37,2.26,0.0,83.5,regalo,tarjeta débito,Ruta_16,CON006,entregado,Pasco,Yanacancha,"(-10.635629, -76.321931)",39.8,15.7,4.0,3177.66,0.299,149.78,114.32
PED015985,ENT-00015985,2024-10-07,Lunes,2024-10-10,Jueves,PJ_409160,Kiosko,Kiosko San Antonio Paucar,P004,Fanta 500ml,vidrio,12,2.6,0.0,31.22,descuento temporada,Yape,Ruta_05,CON005,entregado,Daniel Alcides Carrión,Paucar,"(-10.46087, -76.371002)",100.0,9.6,0.7,3162.58,0.333,117.35,147.54
PED015986,ENT-00015986,2024-10-07,Lunes,2024-10-10,Jueves,PJ_409160,Kiosko,Kiosko San Antonio Paucar,P009,Sprite 500ml,vidrio,25,2.35,0.0,58.73,combo familiar,yape ,Ruta_05,CON005,entregado,Daniel Alcides Carrión,Paucar,"(-10.474875, -76.362343)",57.7,12.3,2.5,2137.68,0.401,154.65,105.61
PED015987,ENT-00015987,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_436167,Bar,Bar La Esquina Chontabamba,P003,Sprite 2L,PET,37,7.81,0.0,288.81,2x1,Plin,Ruta_23,CON003,entregado,Oxapampa,Chontabamba,"(-10.223764, -75.796236)",74.5,9.7,1.2,4729.54,0.336,112.16,147.93
PED015988,ENT-00015988,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_436167,Bar,Bar La Esquina Chontabamba,P002,Inca Kola 500ml,vidrio,25,3.0,0.05,71.23,2x1,efectivo,Ruta_23,CON003,entregado,Oxapampa,Chontabamba,"(-10.197985, -75.786463)",54.9,3.5,0.3,2518.22,0.273,109.8,133.47
PED015989,ENT-00015989,2024-10-07,Lunes,2024-10-10,Jueves,PJ_360424,Restaurante,Restaurante La Cabaña Vicco,P004,Fanta 500ml,vidrio,37,2.63,0.0,97.48,promo verano,contraentrega,Ruta_12,CON002,entregado,Pasco,Vicco,"(-10.680212, -76.275648)",83.1,8.1,1.5,3985.34,0.313,135.98,166.49
PED015990,ENT-00015990,2024-10-07,Lunes,2024-10-10,Jueves,PJ_515682,Bodega,Bodega La Esperanza Goyllarisquizga,P002,Inca Kola 500ml,vidrio,25,2.63,0.1,59.12,sin_promocion,efectivo,Ruta_09,CON009,entregado,Daniel Alcides Carrión,Goyllarisquizga,"(-10.574676, -76.064071)",52.9,10.2,2.1,1767.56,0.294,97.89,114.26
PED015991,ENT-00015991,2024-10-07,Lunes,2024-10-10,Jueves,PJ_777739,Bar,Bar La Casona Huariaca,P006,Coca-Cola 2L,PET,25,9.04,0.0,225.9,descuento por volumen,EFECTIVO,Ruta_23,CON003,retrasado,Pasco,Huariaca,"(-10.709369, -76.21471)",81.9,10.4,0.1,1213.46,0.317,131.95,137.81
PED015992,ENT-00015992,2024-10-07,Lunes,2024-10-10,Jueves,PJ_777739,Bar,Bar La Casona Huariaca,P009,Sprite 500ml,vidrio,37,2.31,0.1,85.89,promo verano,tarjeta crédito,Ruta_23,CON003,entregado,Pasco,Huariaca,"(-10.718558, -76.219969)",66.8,17.5,1.7,2736.75,0.388,139.1,127.5
PED015993,ENT-00015993,2024-10-07,Lunes,2024-10-10,Jueves,PJ_777739,Bar,Bar La Casona Huariaca,P007,Inca Kola 2L,PET,25,9.59,0.1,215.83,ninguna,transferencia,Ruta_23,CON003,entregado,Pasco,Huariaca,"(-10.714396, -76.225048)",91.8,9.7,1.0,3580.52,0.413,133.53,158.88
PED015994,ENT-00015994,2024-10-07,Lunes,2024-10-10,Jueves,PJ_777739,Bar,Bar La Casona Huariaca,P004,Fanta 500ml,vidrio,37,2.43,0.05,85.4,envío gratis,transferencia,Ruta_23,CON003,entregado,Pasco,Huariaca,"(-10.69781, -76.204268)",80.0,10.7,6.7,3975.2,0.226,143.57,146.65
PED015995,ENT-00015995,2024-10-07,Lunes,2024-10-10,Jueves,PJ_303309,Bar,Bar El Centro Paucar,P003,Sprite 2L,PET,25,10.1,0.1,227.36,sin_promocion, tarjeta,Ruta_05,SIN_CONDUCTOR,entregado,Daniel Alcides Carrión,Paucar,"(-10.435459, -76.385929)",52.1,16.2,0.7,1428.63,0.416,140.22,130.76
PED015996,ENT-00015996,2024-10-07,Lunes,2024-10-10,Jueves,PJ_303309,Bar,Bar El Centro Paucar,P009,Sprite 500ml,vidrio,50,2.5,0.0,124.99,promo verano,tarjeta crédito,Ruta_05,CON005,entregado,Daniel Alcides Carrión,Paucar,"(-10.458295, -76.377347)",59.2,8.1,4.0,1330.51,1.0,143.65,152.47
PED015997,ENT-00015997,2024-10-07,Lunes,2024-10-10,Jueves,PJ_303309,Bar,Bar El Centro Paucar,P004,Fanta 500ml,vidrio,25,2.58,0.05,61.33,sin_promocion,efectivo,Ruta_05,CON005,entregado,Daniel Alcides Carrión,Paucar,"(-10.44474, -76.379053)",71.1,20.3,1.1,3746.75,0.463,127.92,134.0
PED015998,ENT-00015998,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_636788,Supermercado,Plaza Vea Chaupimarca,P005,Agua San Luis 500ml,PET,151,1.96,0.05,281.62,ninguna,transferencia,Ruta_17,CON007,entregado,Pasco,Chaupimarca,"(-10.637851, -76.291734)",63.9,30.8,3.4,2711.48,0.433,138.57,116.95
PED015999,ENT-00015999,2024-10-07,Lunes,2024-10-10,Jueves,PJ_182538,Kiosko,Kiosko Central Pallanchacra,P005,Agua San Luis 500ml,PET,12,1.67,0.2,16.05,descuento por volumen,tarjeta débito,Ruta_11,CON001,entregado,Pasco,Pallanchacra,"(-10.61997, -76.291716)",45.2,15.6,5.8,2852.21,0.176,92.05,127.66
PED016000,ENT-00016000,2024-10-07,Lunes,2024-10-10,Jueves,PJ_182538,Kiosko,Kiosko Central Pallanchacra,P006,Coca-Cola 2L,PET,6,9.28,0.05,52.89,descuento temporada,transferencia,Ruta_11,CON001,entregado,Pasco,Pallanchacra,"(-10.610788, -76.303221)",34.7,12.5,7.3,1498.95,0.245,96.94,134.26
PED016001,ENT-00016001,2024-10-07,Lunes,2024-10-10,Jueves,PJ_182538,Kiosko,Kiosko Central Pallanchacra,P009,Sprite 500ml,vidrio,12,2.82,0.05,32.15,descuento por volumen,tarjeta crédito,Ruta_11,CON001,entregado,Pasco,Pallanchacra,"(-10.621596, -76.28713)",68.1,27.3,1.4,2442.58,0.261,125.39,139.88
PED016002,ENT-00016002,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_130258,Restaurante,Restaurante Don Manuel Goyllarisquizga,P001,Coca-Cola 500ml,PET,50,2.76,0.0,137.93,promo verano,efectivo,Ruta_09,CON009,entregado,Daniel Alcides Carrión,Goyllarisquizga,"(-10.572769, -76.066499)",52.4,12.6,0.8,1949.97,0.395,95.51,127.06
PED016003,ENT-00016003,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_130258,Restaurante,Restaurante Don Manuel Goyllarisquizga,P004,Fanta 500ml,vidrio,37,2.68,0.05,94.12,2x1,contraentrega,Ruta_09,CON009,entregado,Daniel Alcides Carrión,Goyllarisquizga,"(-10.574732, -76.065336)",52.3,15.1,0.7,3163.51,0.398,134.18,141.47
PED016004,ENT-00016004,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_130258,Restaurante,Restaurante Don Manuel Goyllarisquizga,P010,Fanta 2L,PET,37,8.83,0.05,310.35,descuento temporada,tarjeta crédito,Ruta_09,CON009,entregado,Daniel Alcides Carrión,Goyllarisquizga,"(-10.586395, -76.062122)",82.0,7.7,0.5,3701.94,0.399,109.91,130.3
PED016005,ENT-00016005,2024-10-07,Lunes,2024-10-10,Jueves,PJ_496049,Restaurante,Restaurante San Fernando Santa Ana de Tusi 2,P004,Fanta 500ml,vidrio,25,2.74,0.0,68.48,ninguna,Yape,Ruta_16,CON006,entregado,Daniel Alcides Carrión,Santa Ana de Tusi,"(-10.512504, -76.015431)",72.2,18.4,0.5,2160.4,0.383,81.54,143.08
PED016006,ENT-00016006,2024-10-07,Lunes,2024-10-10,Jueves,PJ_496049,Restaurante,Restaurante San Fernando Santa Ana de Tusi 2,P007,Inca Kola 2L,PET,25,9.92,0.1,223.31,descuento temporada,tarjeta débito,Ruta_16,CON006,entregado,Daniel Alcides Carrión,Santa Ana de Tusi,"(-10.513873, -76.027029)",59.0,10.0,2.4,3252.52,0.557,125.79,128.35
PED016007,ENT-00016007,2024-10-07,Lunes,2024-10-10,Jueves,PJ_496049,Restaurante,Restaurante San Fernando Santa Ana de Tusi 2,P001,Coca-Cola 500ml,PET,25,2.87,0.2,57.48,ninguna,contraentrega,Ruta_16,CON006,retrasado,Daniel Alcides Carrión,Santa Ana de Tusi,"(-10.519371, -76.026293)",56.1,10.2,0.0,2588.32,0.325,119.7,121.2
PED016008,ENT-00016008,2024-10-07,Lunes,2024-10-10,Jueves,PJ_239362,Bodega,Bodega San Martín Ticlacayán,P003,Sprite 2L,PET,12,8.02,0.0,96.29,envío gratis,Plin,Ruta_28,CON008,entregado,Pasco,Ticlacayán,"(-10.522852, -76.293033)",72.6,14.1,1.6,2889.95,0.307,125.07,136.78
PED016009,ENT-00016009,2024-10-07,Lunes,2024-10-10,Jueves,PJ_239362,Bodega,Bodega San Martín Ticlacayán,P010,Fanta 2L,PET,25,8.82,0.0,220.38,sin_promocion,transferencia,Ruta_28,CON008,entregado,Pasco,Ticlacayán,"(-10.487984, -76.319291)",20.4,17.5,0.8,2045.76,0.28,136.46,86.27
PED016010,ENT-00016010,2024-10-07,Lunes,2024-10-10,Jueves,PJ_239362,Bodega,Bodega San Martín Ticlacayán,P002,Inca Kola 500ml,vidrio,37,2.75,0.0,101.9,descuento temporada,Yape,Ruta_28,CON008,entregado,Pasco,Ticlacayán,"(-10.495817, -76.299417)",84.5,14.7,1.4,1180.89,0.196,95.84,114.3
PED016011,ENT-00016011,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_832800,Bodega,Bodega San Martín Villa Rica,P009,Sprite 500ml,vidrio,50,2.76,0.0,137.82,envío gratis,transferencia,Ruta_26,CON006,entregado,Oxapampa,Villa Rica,"(-10.199094, -75.894247)",74.2,9.3,0.1,3819.97,0.362,146.58,138.31
PED016012,ENT-00016012,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_832800,Bodega,Bodega San Martín Villa Rica,P008,Agua San Luis 1L,PET,12,2.77,0.0,33.19,descuento por volumen,transferencia,Ruta_26,CON006,entregado,Oxapampa,Villa Rica,"(-10.206145, -75.893543)",45.7,12.8,3.3,2329.81,0.292,101.42,135.51
PED016013,ENT-00016013,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_832800,Bodega,Bodega San Martín Villa Rica,P007,Inca Kola 2L,PET,37,9.33,0.0,345.15,combo familiar,efectivo,Ruta_26,CON006,entregado,Oxapampa,Villa Rica,"(-10.208289, -75.904923)",53.1,25.4,0.4,4230.92,0.332,100.0,140.46
PED016014,ENT-00016014,2024-10-07,Lunes,2024-10-09,Miércoles,PJ_832800,Bodega,Bodega San Martín Villa Rica,P005,Agua San Luis 500ml,PET,25,1.85,0.0,46.28,descuento por volumen,contraentrega,Ruta_26,SIN_CONDUCTOR,entregado,Oxapampa,Villa Rica,"(-10.19715, -75.896642)",70.5,4.0,4.2,2424.83,0.439,141.33,141.32
PED016016,ENT-00016016,2024-10-08,Martes,2024-10-11,Viernes,PJ_862331,Bar,Bar La Casona Goyllarisquizga 1,P005,Agua San Luis 500ml,PET,25,1.98,0.15,42.01,combo familiar,tarjeta débito,Ruta_09,CON009,entregado,Daniel Alcides Carrión,Goyllarisquizga,"(-10.576606, -76.062434)",65.8,4.1,2.4,2303.88,0.437,147.12,133.4
PED016017,ENT-00016017,2024-10-08,Martes,2024-10-11,Viernes,PJ_903108,Restaurante,Restaurante Don Manuel Pallanchacra,P004,Fanta 500ml,vidrio,37,2.52,0.05,88.56,sin_promocion,tarjeta débito,Ruta_11,CON001,entregado,Pasco,Pallanchacra,"(-10.635151, -76.274728)",59.0,3.2,5.0,1505.35,0.428,123.64,118.74
PED016018,ENT-00016018,2024-10-08,Martes,2024-10-11,Viernes,PN_828511,Persona Natural,Leocadio Buendía Coello,P005,Agua San Luis 500ml,PET,6,2.03,0.2,9.75,sin_promocion,tarjeta crédito, RUTA_X,CON003,retrasado,Oxapampa,Constitución,"(-10.576967, -76.385743)",49.2,15.2,3.6,1657.54,0.242,128.86,127.37
